City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
675,Kununurra,AU,-15.7667,128.7333,71.58,73,4,0.0,clear sky
676,Brooks,CA,50.5834,-111.8851,80.06,28,1,11.65,clear sky
677,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,49.71,93,100,0.83,overcast clouds
678,Pinjaur,IN,30.7972,76.9172,80.42,78,87,5.41,overcast clouds
679,Owase,JP,34.0667,136.2,76.01,87,71,3.65,broken clouds
680,Marsabit,KE,2.3284,37.9899,76.12,34,99,22.41,overcast clouds
681,Mildura,AU,-34.2,142.15,51.76,100,90,3.44,light rain
682,Riyadh,SA,24.6877,46.7219,108.59,9,5,9.86,clear sky
683,Namibe,AO,-15.1961,12.1522,75.02,69,1,11.5,clear sky
684,Nizhniy Odes,RU,63.6445,54.856,57.49,94,100,9.22,overcast clouds
685,Laguna,US,38.421,-121.4238,81.1,71,1,7.0,clear sky
686,Simpang,ID,-1.2667,104.0833,79.56,76,99,1.74,light rain
687,Lufilufi,WS,-13.8745,-171.5986,79.79,73,80,17.45,broken clouds
688,Steubenville,US,40.3698,-80.634,73.56,55,18,1.01,few clouds
689,Uba,BR,-21.12,-42.9428,71.85,10,55,3.0,broken clouds
690,Darhan,MN,49.4867,105.9228,61.18,85,75,1.52,broken clouds
691,Haines Junction,CA,60.7522,-137.5108,53.92,65,9,0.69,clear sky
692,Ziway,ET,7.9333,38.7167,68.63,70,93,9.06,overcast clouds
693,Bairiki,KI,1.3292,172.9752,78.8,89,75,0.0,broken clouds
694,Boysun,UZ,38.2061,67.1986,78.01,24,0,3.18,clear sky
695,Reftinskiy,RU,57.0901,61.6769,68.4,96,100,0.16,light rain
696,Carauari,BR,-4.8828,-66.8958,82.58,33,63,3.83,broken clouds
697,Kokopo,PG,-4.352,152.2633,76.57,85,9,6.91,light rain
